budget,year,revenue,vote_average,title,runtime
0,2007,0,5,The Living Wake,91
15000,2007,193355800,5.9,Paranormal Activity,86
0,2007,0,6.9,Shotgun Stories,92
0,2007,0,7.7,The Man from Earth,87
0,2007,0,6.8,The Trials Of Darryl Hunt,106
160000,2007,20710513,7.3,Once,85
120000,2007,0,5.9,A Dog's Breakfast,88
0,2007,0,5.2,Straightheads,88
0,2007,0,0,The Legend of God's Gun,78
13,2007,0,2,Tin Can Man,84
200000000,2008,586090727,6.1,Quantum of Solace,106
225000000,2008,419651413,6.3,The Chronicles of Narnia: Prince Caspian,150
185000000,2008,786636033,5.7,Indiana Jones and the Kingdom of the Crystal Skull,122
180000000,2008,521311860,7.8,WALL¶úE,98
185000000,2008,1004558444,8.2,The Dark Knight,152
140000000,2008,585174222,7.4,Iron Man,126
145000000,2008,401128639,5.2,The Mummy: Tomb of the Dragon Emperor,112
150000000,2008,333932083,7.3,The Curious Case of Benjamin Button,166
150000000,2008,624029371,6.2,Hancock,92
150000000,2008,603900354,6.2,Madagascar: Escape 2 Africa,89
150000000,2008,309979994,6.3,Bolt,98
150000000,2008,163712074,6.1,The Incredible Hulk,114
130000000,2008,631744560,6.9,Kung Fu Panda,90
130000000,2008,49554002,6.3,Australia,165
120000000,2008,93945766,5.7,Speed Racer,135
97250400,2008,132900000,5,Asterix at the Olympic Games,116
90000000,2008,162839667,6.3,The Spiderwick Chronicles,95
92000000,2008,188072649,6.5,Tropic Thunder,107
75000000,2008,200276000,6.7,Valkyrie,121
90000000,2008,201596308,5.5,You Don't Mess with the Zohan,113
85000000,2008,222231186,5.9,Jumper,88
85000000,2008,160388063,6.5,Hellboy II: The Golden Army,120
80000000,2008,230685453,6,Get Smart,110
80000000,2008,163733697,5.3,Four Christmases,88
80000000,2008,212874442,5.9,Bedtime Stories,99
80000000,2008,178066569,6.3,Eagle Eye,118
80000000,2008,233093859,5.2,The Day the Earth Stood Still,104
75000000,2008,258270008,6.4,Wanted,110
70000000,2008,111231041,5.4,Fool's Gold,112
70000000,2008,113280098,6.5,Body of Lies,128
65000000,2008,128107642,6.5,Step Brothers,98
45000000,2008,73762516,6,Death Race,105
62000000,2008,41819064,4.3,The Love Guru,87
60000000,2008,244082376,6.9,Marley & Me,115
60000000,2008,163403799,4.9,The Happening,91
60000000,2008,50877145,5.8,The Tale of Despereaux,93
60000000,2008,73174566,5.9,Righteous Kill,101
60000000,2008,50650079,5,Meet Dave,90
60000000,2008,57490374,6,Inkheart,106
60000000,2008,39031337,4.7,The Spirit,103
58000000,2008,41299492,5.7,Leatherheads,114
55000000,2008,127906624,6.3,The Forbidden Kingdom,104
0,2008,33472850,5.4,Semi-Pro,91
55000000,2008,113020255,7.3,Changeling,141
55000000,2008,168167691,7.5,Seven Pounds,123
52000000,2008,609841637,6.4,Mamma Mia!,108
70000000,2008,225990978,6.4,Yes Man,104
45000000,2008,101702060,5.8,Journey to the Center of the Earth,93
35000000,2008,75225693,6.7,Revolutionary Road,119
70000000,2008,72108608,5.4,Babylon A.D.,101
45000000,2008,9323833,6.3,Miracle at St. Anna,160
45000000,2008,42487390,5,Bangkok Dangerous,99
40000000,2008,151161491,6.2,Vantage Point,90
40000000,2008,84601681,6,Made of Honor,101
40000000,2008,0,5.5,Drillbit Taylor,102
35000000,2008,0,6.4,The Other Boleyn Girl,115
0,2008,0,6.3,Soul Men,103
40000000,2008,0,5.4,Delgo,94
80341000,2008,127814609,7.1,Red Cliff,150
55000000,2008,17869048,6.2,City of Ember,90
40000000,2008,9793496,7.1,The Express,130
37000000,2008,163720069,6.5,Burn After Reading,96
37000000,2008,100076342,5.6,Nim's Island,96
37000000,2008,392616625,5.8,Twilight,122
36500000,2008,21834845,5.3,The Inhabited Island,115
37000000,2008,63800345,5.2,Space Chimps,81
35000000,2008,69823199,6.5,21,123
35000000,2008,85416905,5.2,Max Payne,100
35000000,2008,72436439,6,Mirrors,110
35000000,2008,32483410,5.9,Untraceable,101
30000000,2008,68369434,5.5,The X Files: I Want to Believe,104
35000000,2008,25871834,4.9,Superhero Movie,85
20500000,2008,10089373,5.6,Punisher: War Zone,102
41677699,2008,187479518,7.5,Ponyo,100
30000000,2008,22211426,5.8,Doomsday,108
32000000,2008,113019290,7.2,The Reader,124
30000000,2008,160259319,6.1,27 Dresses,111
30000000,2008,105173115,6.4,Forgetting Sarah Marshall,111
30000000,2008,63833449,5.8,Baby Mama,99
30000000,2008,84646831,3.7,Meet the Spartans,84
30000000,2008,31148328,6.3,Pride and Glory,130
0,2008,0,7.2,Frost/Nixon,122
28000000,2008,92380927,6.4,Role Models,99
27000000,2008,17286299,6.2,How to Lose Friends & Alienate People,110
35000000,2008,43650785,5.7,Welcome Home Roscoe Jenkins,114
27000000,2008,44352417,6,The Sisterhood of the Traveling Pants 2,117
0,2008,0,6.7,The Duchess,110
25000000,2008,6673422,5.2,What Just Happened,104
27000000,2008,101624843,6.6,Pineapple Express,111
33000000,2008,269958228,7.8,Gran Torino,116
25100000,2008,29506464,6.1,W.,131
25000000,2008,226830568,7.2,Taken,93
25000000,2008,170764026,6.4,Cloverfield,85
25000000,2008,70442940,5.6,The House Bunny,97
8000000,2008,0,5.6,The Ruins,91
25000000,2008,11207130,6.1,Stop-Loss,113
25000000,2008,19844979,6.4,Blindness,121
24000000,2008,42105111,6.1,Zack and Miri Make a Porno,102
0,2008,0,6.5,The Longshots,94
0,2008,0,5.9,Mad Money,104
20000000,2008,41627431,6.4,Never Back Down,115
21000000,2008,17600000,5.8,Swing Vote,120
20000000,2008,149281606,4.9,Beverly Hills Chihuahua,91
20000000,2008,27640028,5.9,Lakeview Terrace,110
20000000,2008,50907234,7,Doubt,104
20000000,2008,54586584,7.1,Milk,128
20000000,2008,0,4.7,One Missed Call,87
20000000,2008,64822796,6.6,The Bank Job,112
20000000,2008,65569869,6.3,Street Kings,109
20000000,2008,20211394,6.3,Appaloosa,115
20000000,2008,36620508,5.4,My Best Friend's Girl,101
25000000,2008,14109284,3,Disaster Movie,87
0,2008,0,6.4,Ghost Town,102
0,2008,0,6.2,Be Kind Rewind,102
20000000,2008,7000000,4.1,An American Carol,83
0,2008,6575282,4.7,Strange Wilderness,87
0,2008,0,6.3,Passchendaele,114
0,2008,0,6.3,Flash of Genius,119
20000000,2008,5530764,6.8,The Brothers Bloom,114
21000000,2008,0,7.4,"Synecdoche, New York",124
40000000,2008,7400000,6.5,The Children of Huang Shi,125
0,2008,47301471,6.1,CJ7,86
0,2008,0,6.6,Three Kingdoms: Resurrection of the Dragon,102
27000000,2008,0,7.1,The Baader Meinhof Complex,150
19000000,2008,18755936,6,Sex Drive,109
0,2008,14796236,4.8,Prom Night,88
18000000,2008,25739015,6.9,RockNRolla,114
18000000,2008,382174,4.4,The Informers,98
23000000,2008,150816700,6.5,Step Up 2: The Streets,98
0,2008,0,3,How She Move,94
15000000,2008,0,6.5,Dragon Hunters,80
16000000,2008,50007546,4.6,The Women,114
15000000,2008,96408652,6.7,Vicky Cristina Barcelona,96
11000000,2008,53191886,6.8,Welcome to the Sticks,106
0,2008,0,6.3,Good,96
15000000,2008,317000,6.4,The Yellow Handkerchief,102
15000000,2008,42000000,7.2,The Hurt Locker,131
0,2008,0,5.9,VeggieTales: The Pirates Who Don't Do Anything,85
15000000,2008,34533783,7.4,In Bruges,107
15000000,2008,8762890,5.6,The Rocker,102
15000000,2008,5926410,6.5,Transsiberian,111
8500000,2008,8936663,6,Ong Bak 2,98
15000000,2008,3533227,6,The Midnight Meat Train,98
0,2008,0,5.6,Bathory: Countess of Blood,141
15000000,2008,377910544,7.6,Slumdog Millionaire,120
0,2008,0,6.3,Easy Virtue,93
0,2008,0,6.3,The Lucky Ones,113
12500000,2008,20416563,7.7,The Boy in the Striped Pyjamas,94
12000000,2008,43493123,6.2,Harold & Kumar Escape from Guantanamo Bay,107
12000000,2008,40855419,5.5,Quarantine,89
12000000,2008,56309766,5.5,The Eye,98
0,2008,0,6.1,Rachel Getting Married,113
12000000,2008,0,6.9,Cadillac Records,109
12000000,2008,3148182,6.6,Two Lovers,110
12000000,2008,0,6.5,Charlie Bartlett,97
0,2008,0,6.2,High School Musical 3: Senior Year,116
11000000,2008,38105395,7.4,The Secret Life of Bees,114
10800000,2008,113857533,5.9,Saw V,92
9000000,2008,32973937,6.4,Nick and Norah's Infinite Playlist,89
0,2008,0,6.4,Kit Kittredge: An American Girl,101
10000000,2008,0,5.3,Over Her Dead Body,95
5000000,2008,1296184,5.6,"War, Inc.",106
0,2008,140987,5.8,Free Style,94
14100000,2008,0,5.7,The Oxford Murders,107
0,2008,0,6.1,Fifty Dead Men Walking,117
10000000,2008,0,6.4,Adam Resurrected,106
10000000,2008,0,7.1,"The Good, The Bad, The Weird",130
0,2008,0,6.1,Hamlet 2,92
6500000,2008,0,6.8,Flame & Citron,130
0,2008,188126,6.7,Repo! The Genetic Opera,98
0,2008,0,5.3,Shutter,85
8000000,2008,0,5.6,Pathology,95
0,2008,0,4,Witless Protection,97
7500000,2008,19000000,7.5,The Wave,107
0,2008,55447968,6.7,"Definitely, Maybe",112
7000000,2008,0,6.4,Redbelt,99
7000000,2008,8900000,6.9,Stargate: The Ark of Truth,97
6000000,2008,44703995,7.3,The Wrestler,109
6000000,2008,7518876,8,Dolphins and Whales: Tribes of the Ocean,42
7000000,2008,6230276,4.8,College,94
6000000,2008,2899975,6.2,The Wackness,99
6000000,2008,69497,4.7,"Surfer, Dude",85
4000000,2008,530048,6.8,Winter in Wartime,103
0,2008,0,4.3,The Haunting of Molly Hartley,82
5000000,2008,16174377,6.5,Sunshine Cleaning,102
5000000,2008,4040588,6.6,Bottle Shock,110
0,2008,0,6.6,Standard Operating Procedure,117
0,2008,0,6.2,"Lovely, Still",92
0,2008,0,6.3,The Cottage,92
0,2008,0,4.8,Train,94
3500000,2008,0,5.2,The Betrayed,98
3000000,2008,3830137,6,Choke,92
0,2008,28814580,6.8,The Class,128
0,2008,0,4.9,Journey to Saturn,90
0,2008,0,7.2,Religulous,101
0,2008,0,7,Fuel,90
14000000,2008,0,6.1,The Other End of the Line,106
2500000,2008,107559,6,Sleep Dealer,90
0,2008,0,5.7,Impact Point,90
2000000,2008,11125849,7.8,Waltz with Bashir,90
7000000,2008,1100000,6.7,Roadside Romeo,93
0,2008,3983997,6.7,Eden Lake,91
0,2008,0,6.8,Gangster's Paradise: Jerusalema,120
2000000,2008,0,4.4,No Man's Land: The Rise of Reeker,88
0,2008,2957978,7.5,Man on Wire,94
0,2008,23311391,7,Under the Same Moon,106
0,2008,414404,6.5,Snow Angels,106
2000000,2008,0,6.8,Trucker,90
0,2008,0,3.9,Extreme Movie,88
0,2008,0,6.1,Lake Mungo,84
0,2008,0,7.2,Shine a Light,122
0,2008,0,7.4,"Food, Inc.",94
0,2008,0,6.7,Frozen River,97
0,2008,0,6.1,The Poker House,93
0,2008,0,0,Harrison Montgomery,0
0,2008,0,4.5,Donkey Punch,99
750000,2008,0,5.7,All the Boys Love Mandy Lane,90
0,2008,0,3.8,Bled,95
500000,2008,33456317,7,Fireproof,122
35000000,2008,170000000,5.8,What Happens in Vegas,99
200000,2008,0,6.4,Wendy and Lucy,80
0,2008,0,5.5,Sunday School Musical,93
230000,2008,2260712,6.9,Bronson,92
0,2008,0,8,Call + Response,86
0,2008,0,5.8,Baghead,84
0,2008,0,6.1,Good Dick,86
0,2008,0,6,Yesterday Was a Lie,89
237000000,2009,2787965087,7.2,Avatar,162
250000000,2009,933959197,7.4,Harry Potter and the Half-Blood Prince,153
150000000,2009,836297228,6,Transformers: Revenge of the Fallen,150
200000000,2009,371353001,5.9,Terminator Salvation,115
200000000,2009,769653595,5.6,2012,158
200000000,2009,325233863,6.6,A Christmas Carol,96
175000000,2009,735099082,7.7,Up,96
175000000,2009,381509870,6,Monsters vs Aliens,94
175000000,2009,302469017,5.6,G.I. Joe: The Rise of Cobra,118
150000000,2009,413106170,5.9,Night at the Museum: Battle of the Smithsonian,105
150000000,2009,373062864,6.2,X-Men Origins: Wolverine,107
150000000,2009,356613439,6.5,Angels & Demons,138
150000000,2009,292817841,5.1,G-Force,88
150000000,2009,385680446,7.4,Star Trek,127
130000000,2009,185258983,7,Watchmen,163
105000000,2009,267045765,6.7,The Princess and the Frog,97
80000000,2009,214104620,6.5,Public Enemies,140
100000000,2009,150166126,6.2,The Taking of Pelham 1 2 3,106
100000000,2009,100086793,6.4,Where the Wild Things Are,101
100000000,2009,68688831,5.3,Land of the Lost,102
65000000,2009,93525586,6.6,The Lovely Bones,136
100000000,2009,242988466,6.5,Cloudy with a Chance of Meatballs,90
90000000,2009,886686817,6.5,Ice Age: Dawn of the Dinosaurs,94
90000000,2009,524028679,7,Sherlock Holmes,128
85000000,2009,219103655,6.2,It's Complicated,121
80000000,2009,122444772,5.9,Surrogates,89
80000000,2009,53825515,5.1,Nine,112
0,2009,19406406,7.3,Oceans,84
35000000,2009,73034460,5.7,Hotel for Dogs,100
0,2009,5802422,5.8,Carriers,84
75000000,2009,61458982,5.7,Funny People,146
70000000,2009,319131050,7.9,Inglourious Basterds,153
75000000,2009,443140005,5.4,Alvin and the Chipmunks: The Squeakquel,88
70000000,2009,39041505,6.9,Agora,127
65000000,2009,44091067,6.1,Astro Boy,94
70000000,2009,171844840,5.3,Couples Retreat,113
60000000,2009,0,6.7,This Is It,111
60000000,2009,124596398,7.3,Coraline,100
60000000,2009,62357900,4.6,Year One,97
60000000,2009,122233971,7,Invictus,134
60000000,2009,87784194,6.7,State of Play,127
78146652,2009,60000000,5.7,Duplicity,125
70000000,2009,104945765,5.6,Planet 51,91
60000000,2009,31720158,6.6,The Soloist,109
58000000,2009,85280250,5.1,Did You Hear About the Morgans?,103
55000000,2009,0,5.7,Imagine That,107
53000000,2009,126690726,7.2,Law Abiding Citizen,109
50000000,2009,709827462,5.6,The Twilight Saga: New Moon,130
50000000,2009,155446362,5.9,Knowing,121
50000000,2009,106303988,5.5,Race to Witch Mountain,98
40000000,2009,60462347,6.2,Ninja Assassin,99
50000000,2009,60161391,6,The International,118
50000000,2009,40828540,5.6,Gamer,95
50000000,2009,12764201,3.9,Street Fighter: The Legend of Chun-Li,97
50000000,2009,36348784,7.2,The Boat That Rocked,116
45000000,2009,57881056,5.3,Aliens in the Attic,86
42000000,2009,0,5.4,BrÇ¬no,83
33000000,2009,14000000,6.8,Micmacs,100
40000000,2009,317375031,6.7,The Proposal,108
40000000,2009,177259441,6.2,He's Just Not That Into You,129
40000000,2009,129540499,6.6,Julie & Julia,123
41000000,2009,91636986,6.5,"I Love You, Man",105
20000000,2009,136267476,6.1,17 Again,102
40000000,2009,186167139,5.4,The Final Destination,82
40000000,2009,46471023,7.5,Fantastic Mr. Fox,87
40000000,2009,28169671,5.5,Cirque du Freak: The Vampire's Assistant,109
33000000,2009,20645327,6.5,Pandorum,108
39000000,2009,101229792,6.7,The Time Traveler's Wife,107
38000000,2009,205298907,6.4,The Ugly Truth,96
10000000,2009,47536959,6.9,Precious,110
35000000,2009,459270619,7.2,The Hangover,100
29000000,2009,309208309,7.2,The Blind Side,129
35000000,2009,92219310,5.2,Old Dogs,88
35000000,2009,91353501,6.2,Underworld: Rise of the Lycans,92
35000000,2009,27409889,7,The Young Victoria,105
40000000,2009,12206028,5.3,Whiteout,101
0,2009,0,0,Black Water Transit,100
30000000,2009,210819611,7.3,District 9,112
35000000,2009,155545279,6,Hannah Montana: The Movie,102
25000000,2009,163670000,6.7,Up in the Air,109
30000000,2009,114663461,5.9,Bride Wars,89
30000000,2009,90810892,6.2,Drag Me to Hell,99
30000000,2009,48428063,6.6,9,79
26000000,2009,0,5.5,Splice,104
100000000,2009,0,2.9,Dragonball Evolution,85
30000000,2009,64352607,6.3,The Imaginarium of Doctor Parnassus,123
0,2009,0,5.9,Little Nicholas,91
0,2009,0,6.2,Taking Woodstock,120
30000000,2009,95714875,7.1,My Sister's Keeper,109
27000000,2009,29000000,6.1,Case 39,109
26000000,2009,183293131,5.2,Paul Blart: Mall Cop,91
26000000,2009,43318349,6.8,Brothers,104
0,2009,0,4.7,Dance Flick,83
30000000,2009,33333531,5.4,The Box,115
32000000,2009,27635305,6.8,The Road,111
25000000,2009,2336172,6.6,Me and Orson Welles,114
25000000,2009,10589102,6,The Bad Lieutenant: Port of Call - New Orleans,122
0,2009,0,3.8,The True Story of Puss 'n Boots,82
24000000,2009,68729358,5.9,The Men Who Stare at Goats,93
23600000,2009,102391382,7.2,Zombieland,88
0,2009,0,6.6,Coco Before Chanel,110
23000000,2009,9366227,5.9,Cheri,86
23000000,2009,5837674,6.5,Bodyguards and Assassins,139
22000000,2009,35424826,6,The Informant!,108
17000000,2009,14899417,6.7,Away We Go,98
20000000,2009,41596251,6.7,Orphan,123
0,2009,0,5.4,The Stepfather,101
20000000,2009,51416464,6,Daybreakers,98
40000000,2009,28972508,5.1,Shorts,89
20000000,2009,17436509,7,Capitalism: A Love Story,120
20000000,2009,22942221,5.5,Armored,88
20000000,2009,34560577,5.9,Crank: High Voltage,96
20000000,2009,17280326,5.7,12 Rounds,108
21000000,2009,0,6.5,Everybody's Fine,99
20000000,2009,5210988,5.4,Bandslam,111
0,2009,0,6,I Can Do Bad All By Myself,113
18500000,2009,31912793,6,The Invention of Lying,100
0,2009,24007324,5.6,Observe and Report,86
18000000,2009,36133014,5.6,Love Happens,109
0,2009,0,5.5,Fame,107
18000000,2009,0,5.1,"I Love You, Beth Cooper",102
18000000,2009,0,5.9,Youth in Revolt,87
0,2009,0,6.7,The Last Station,112
25000000,2009,20719451,6.8,Mao's Last Dancer,117
15238800,2009,0,7.2,The White Ribbon,144
18000000,2009,0,5.6,I Come with the Rain,114
0,2009,90508336,6.4,Madea Goes to Jail,103
17000000,2009,29536299,6.2,Brooklyn's Finest,133
17000000,2009,20455276,5.6,My Life in Ruins,95
16000000,2009,76514050,4.8,The Unborn,87
16000000,2009,31556061,5.3,Jennifer's Body,100
13000000,2009,754249,7.2,Enter the Void,161
16000000,2009,47801389,7.7,Hachi: A Dog's Tale,93
16000000,2009,11301649,6.5,Tidal Wave,120
15000000,2009,39421467,5.1,Halloween II,105
15000000,2009,32721635,6.2,The Last House on the Left,110
15000000,2009,40105542,4.7,All About Steve,99
15000000,2009,16633035,6.7,Whip It,111
15000000,2009,6405245,5,Post Grad,89
15000000,2009,35097815,6.8,Whatever Works,92
15000000,2009,0,6.7,Shinjuku Incident,119
15000000,2009,100734718,5.3,My Bloody Valentine,101
14000000,2009,22852638,6.2,A Perfect Getaway,98
0,2009,0,5.8,Wild Grass,104
108,2009,0,4,Stan Helsing,90
15000000,2009,8459458,5.9,Chloe,96
13000000,2009,10652035,6.4,I Love You Phillip Morris,98
12500000,2009,27206120,5.4,Sorority Row,101
15000000,2009,5024782,5.8,Solitary Man,90
12000000,2009,1644755,6.5,Ondine,111
0,2009,0,4.8,"A Woman, a Gun and a Noodle Shop",95
12000000,2009,10652498,7.6,City of Life and Death,132
12000000,2009,0,6.9,Triangle,99
11500000,2009,0,5.5,The Cry of the Owl,101
11000000,2009,68233629,6,Saw VI,90
10000000,2009,42333295,5.8,The Fourth Kind,98
10000000,2009,0,5.4,"The Goods: Live Hard, Sell Hard",90
0,2009,0,6.9,I Am Love,120
10000000,2009,7022728,6.1,The Joneses,96
10000000,2009,295750,6.5,World's Greatest Dad,99
0,2009,0,4.8,The Open Road,90
3200000,2009,0,5.4,The Good Guy,90
0,2009,0,4.7,Motherhood,90
10000000,2009,9069,7,Janky Promoters,85
10000000,2009,0,4,The Devil's Tomb,90
9500000,2009,17164377,6.4,Adventureland,107
10000000,2009,0,6.2,Gentlemen Broncos,89
0,2009,0,7,Red Riding: In the Year of Our Lord 1974,102
0,2009,0,5.6,The Girl on the Train,105
9000000,2009,0,5.8,Veronika Decides to Die,103
7000000,2009,39462438,6.8,Crazy Heart,112
8500000,2009,4440055,6.8,Bright Star,119
8000000,2009,29010817,5.2,New in Town,97
8000000,2009,10629321,5.9,The Boondock Saints II: All Saints Day,118
0,2009,0,5.7,The City of Your Final Destination,114
0,2009,0,7.3,The Secret of Kells,75
0,2009,0,6.9,Wuthering Heights,142
7500000,2009,26096852,6.8,An Education,100
8000000,2009,10848783,5.7,Extract,92
0,2009,0,5.6,The Hole,92
7300000,2009,10329747,6.7,Harry Brown,103
7500000,2009,60722734,7.2,(500) Days of Summer,95
7000000,2009,31430334,6.6,A Serious Man,105
7000000,2009,0,7.3,A Single Man,101
7000000,2009,0,5,The Mighty Macs,102
7000000,2009,0,6.7,Mother and Child,125
7000000,2009,1429299,5.7,I Hope They Serve Beer in Hell,106
0,2009,0,5.1,Perrierƒ??s Bounty,88
7,2009,7,5.2,Bran Nue Dae,82
6500000,2009,1521261,7.1,The Messenger,113
10000000,2009,0,7.2,The Damned United,97
6000000,2009,6670712,6.9,City Island,104
0,2009,0,5.4,Miss March,89
6000000,2009,0,6.2,The Greatest,99
0,2009,0,5.4,Don McKay,87
6000000,2009,0,6.3,A Shine of Rainbows,101
0,2009,0,7.6,Emma,240
5600000,2009,18469680,6.4,[REC]¶ý,85
0,2009,0,6.3,Not Easily Broken,99
5000000,2009,9760104,7.6,Moon,97
0,2009,0,5.8,Dead Like Me: Life After Death,87
0,2009,0,7,Flying By,95
5000000,2009,17872796,7.1,Soul Kitchen,99
4500000,2009,744816,6.3,Life During Wartime,97
3250000,2009,0,6.6,Paa,133
0,2009,0,5.9,Cargo,120
0,2009,0,6.6,The Loved Ones,84
3500000,2009,44462,6.5,Defendor,101
3800000,2009,0,6,The Good Heart,95
2000000,2009,33965843,7.8,The Secret in Their Eyes,129
3500000,2009,0,4.6,02:13,96
0,2009,2277396,6.9,Adam,99
0,2009,0,5.3,Next Day Air,84
3000000,2009,2357852,6.9,Fish Tank,123
0,2009,0,6.1,The Eclipse,88
0,2009,0,5.4,Tanner Hall,96
3,2009,0,0,Four Single Fathers,100
3200000,2009,0,6.1,Chicago Overcoat,95
0,2009,0,7.4,Silver Medalist,99
3800000,2009,111731,5.9,Saint John of Las Vegas,84
0,2009,0,6.4,The Missing Person,95
0,2009,0,5.3,Lesbian Vampire Killers,86
0,2009,0,7.2,Nowhere Boy,98
1500000,2009,32000,6.6,Pontypool,93
0,2009,0,5,Forget Me Not,103
1250000,2009,0,7,Rocket Singh: Salesman of the Year,156
0,2009,0,6.8,Ajami,120
0,2009,0,6,The House of the Devil,95
0,2009,0,4.4,16 to Life,118
0,2009,0,3.5,Frat Party,84
0,2009,0,4.7,ZMD: Zombies of Mass Destruction,92
0,2009,0,5,Steppin: The Movie,85
0,2009,0,7,Crying with Laughter,93
800000,2009,1984662,6.1,Dead Snow,91
0,2009,0,5.5,B-Girl,84
0,2009,0,6.2,Starsuckers,103
0,2009,0,6.2,To Save A Life,120
0,2009,246574,7.6,My Dog Tulip,83
